chembl_id,pref_name,atc,drh_indication,drh_moa,pain_prior,cns_prior
CHEMBL1624,LEVOTHYROXINE,,myxedema coma,thyroid hormone stimulant,False,False
CHEMBL500576,TEMOPORFIN,L01XD05,head and neck squamous cell carcinoma (HNSCC),radical formation stimulant,False,False
CHEMBL1625,OXYBENZONE,,sunscreen lotion,lipase inhibitor,False,False
CHEMBL1626,CLEMASTINE,R06AA54;R06AA04;D04AA14,allergic rhinitis|urticaria,histamine receptor antagonist,False,True
CHEMBL521686,OLAPARIB,L01XK01,ovarian cancer,PARP inhibitor,False,False
CHEMBL493287,GLUCOSAMINE,M01AX05,muscle pain|rheumatoid arthritis|joint pain|backache,glycosylated protein precursor,False,True
CHEMBL518520,RALTEGRAVIR POTASSIUM,,,,False,False
CHEMBL443605,HEXYLRESORCINOL,R02AA12,skin infections|first-aid antiseptic,local anesthetic,False,False
CHEMBL522038,XIMELAGATRAN,B01AE05,,,False,False
CHEMBL1632,CEPHALOTHIN SODIUM,,,,False,False
CHEMBL1633,KETOTIFEN FUMARATE,,,,False,False
CHEMBL467058,LANINAMIVIR OCTANOATE,,,,False,False
CHEMBL1637,GEMCITABINE HYDROCHLORIDE,,,,False,False
CHEMBL1639,ALISKIREN,C09XA02,,,False,False
CHEMBL1641,HYDROCORTISONE PHOSPHORIC ACID,,,,False,False
CHEMBL1642,IMATINIB MESYLATE,,,,False,False
CHEMBL1643,RIBAVIRIN,J05AP01,hepatitis C,antiviral,False,False
CHEMBL1644,CEFADROXIL,J01DB05,urinary tract infections|skin infections|tonsillitis|pharyngitis,bacterial cell wall synthesis inhibitor,False,False
CHEMBL494753,ESTRONE SULFURIC ACID,,,,False,False
CHEMBL494622,FLURPIRIDAZ,,,,False,False
CHEMBL1646,INDOCYANINE GREEN,,,,False,False
CHEMBL1648,ISRADIPINE,C08CA03,hypertension,calcium channel blocker,False,True
CHEMBL493982,VORAPAXAR,B01AC26,myocardial infarction|peripheral artery disease (PAD),thrombin inhibitor,False,False
CHEMBL1650,CORTISONE ACETATE,S01BA03;H02AB10,,,False,False
CHEMBL503565,VINBARBITAL,N05CA09,,,False,True
CHEMBL468837,HEPTABARBITAL,N05CA11,,,False,True
CHEMBL477772,PAZOPANIB,L01EX03,renal cell carcinoma (RCC)|soft tissue sarcoma (STS),KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,False,False
CHEMBL1652,AMBENONIUM,N07AA30,myasthenia gravis,cholinesterase inhibitor,False,True
CHEMBL476960,VOGLIBOSE,A10BF03,diabetes mellitus|hyperglycemia,glucosidase inhibitor,False,False
CHEMBL501867,VINCRISTINE SULFATE,,,,False,False
CHEMBL1653,PHENIRAMINE MALEATE,,,,False,False
CHEMBL450449,TRABECTEDIN,L01CX01,,antitumor agent,False,False
CHEMBL1654,RISEDRONATE SODIUM,,,,False,False
CHEMBL1655,TOREMIFENE,L02BA02,breast cancer,estrogen receptor antagonist|selective estrogen receptor modulator (SERM),False,False
CHEMBL1657,TAZAROTENE,D05AX05,cosmetic|sunscreen lotion,retinoid receptor agonist,False,False
CHEMBL1658,RETAPAMULIN,D06AX13,impetigo,protein synthesis inhibitor,False,False
CHEMBL1659,CHLORPHENIRAMINE MALEATE,,,,False,False
CHEMBL501122,CEFTAROLINE FOSAMIL,J01DI02,,,False,False
CHEMBL1660,RIFAPENTINE,J04AB05,tuberculosis,RNA polymerase inhibitor,False,False
CHEMBL1661,LACTITOL,A06AD12,,,False,False
CHEMBL498847,SECNIDAZOLE,P01AB07,protozoan infection,acetylcholinesterase inhibitor|microtubule inhibitor,False,True
CHEMBL1663,PERFLUTREN,,,,False,False
CHEMBL523299,UMECLIDINIUM BROMIDE,R03BB07,,,False,False
CHEMBL483254,PANOBINOSTAT,L01XH03,multiple myeloma,HDAC inhibitor,False,False
CHEMBL489411,AMOROLFINE,D01AE16,onychomycosis,membrane integrity inhibitor,False,False
CHEMBL1664,FOSAMPRENAVIR,J05AE07,human immunodeficiency virus (HIV-1),HIV protease inhibitor,False,False
CHEMBL1668,RESCINNAMINE,C02AA01,,,False,False
CHEMBL459265,HEXAMETHYL PARAROSANILINE,,,,False,False
CHEMBL1670,MITOTANE,L01XX23,adrenal cortical carcinoma,antineoplastic agent,False,False
CHEMBL1671,PROPRANOLOL HYDROCHLORIDE,,,,False,False
CHEMBL1672,CEFPODOXIME,J01DD13,pharyngitis|pneumonia|bronchitis|gonorrhea|skin infections|urinary tract infections|sinusitis|tonsillitis,bacterial cell wall synthesis inhibitor,False,False
CHEMBL454446,CEFDITOREN PIVOXIL,,,,False,False
CHEMBL518924,MAVORIXAFOR,L03AX24,,,False,False
CHEMBL1675,VITAMIN A PALMITATE,,,,False,False
CHEMBL1676,FLUTICASONE FUROATE,R01AD12;R03BA09,,,False,False
CHEMBL1677,TACRINE HYDROCHLORIDE,,,,False,False
CHEMBL1678,DONEPEZIL HYDROCHLORIDE,,,,False,False
CHEMBL507674,CEFOPERAZONE,J01DD12,gram-negative bacterial infections,bacterial cell wall synthesis inhibitor,False,False
CHEMBL1679,LEUCOVORIN,,osteosarcoma,folate receptor ligand,False,False
CHEMBL1681,IODOHIPPURATE,,,,False,False
CHEMBL1682,SORBITOL,V04CC01;B05CX02;A06AD18;A06AG07,constipation,mucolytic agent,False,False
CHEMBL490665,NALFURAFINE HYDROCHLORIDE,,,,False,False
CHEMBL1683,HYDROCORTISONE BUTYRATE,D07AB02,,,False,False
CHEMBL502182,ELAGOLIX SODIUM,,,,False,False
CHEMBL1684,BENDROFLUMETHIAZIDE,C03AA01,hypertension,sodium/potassium/chloride transporter inhibitor,False,False
CHEMBL485696,SULFISOMIDINE,J01EB01,,,False,False
CHEMBL508102,CARBIMAZOLE,H03BB01,hyperthyroidism,antithyroid agent,False,False
CHEMBL1685,DEZOCINE,N02AX03,,,False,True
CHEMBL515408,MARIBAVIR,J05AX10,,cytomegalovirus inhibitor|protein kinase inhibitor,False,False
CHEMBL484785,CRISABOROLE,D11AH06,dermatitis,phosphodiesterase inhibitor,False,False
CHEMBL502835,NINTEDANIB,L01EX09,idiopathic pulmonary fibrosis (IPF),FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,False,False
CHEMBL1689,TOLAZOLINE HYDROCHLORIDE,,,,False,False
CHEMBL1690,HYDROXYCHLOROQUINE SULFATE,,,,False,False
CHEMBL535650,MEFLOQUINE HYDROCHLORIDE,,,,False,False
CHEMBL1691,BETAXOLOL HYDROCHLORIDE,,,,False,False
CHEMBL542541,HYDRALAZINE HYDROCHLORIDE,,,,False,False
CHEMBL544665,FINGOLIMOD HYDROCHLORIDE,,,,False,False
CHEMBL1692,IMIPRAMINE HYDROCHLORIDE,,,,False,False
CHEMBL1693,DIETHYLPROPION HYDROCHLORIDE,,,,False,False
CHEMBL1694,BENAZEPRIL HYDROCHLORIDE,,,,False,False
CHEMBL1695,TIAGABINE HYDROCHLORIDE,,,,False,False
CHEMBL1696,DESIPRAMINE HYDROCHLORIDE,,,,False,False
CHEMBL1697,DILTIAZEM HYDROCHLORIDE,,,,False,False
CHEMBL1698,BUPROPION HYDROCHLORIDE,,,,False,False
CHEMBL1699,MEMANTINE HYDROCHLORIDE,,,,False,False
CHEMBL1700,SOTALOL HYDROCHLORIDE,,,,False,False
CHEMBL1701,MEPERIDINE HYDROCHLORIDE,,,,False,False
CHEMBL1702,ATOMOXETINE HYDROCHLORIDE,,,,False,False
CHEMBL1703,METFORMIN HYDROCHLORIDE,,,,False,False
CHEMBL1705,CLONIDINE HYDROCHLORIDE,,,,False,False
CHEMBL1706,NAPHAZOLINE HYDROCHLORIDE,,,,False,False
CHEMBL1707,LOPERAMIDE HYDROCHLORIDE,,,,False,False
CHEMBL1709,SERTRALINE HYDROCHLORIDE,,,,False,False
CHEMBL535396,RIMANTADINE HYDROCHLORIDE,,,,False,False
CHEMBL1711,ISOPROTERENOL HYDROCHLORIDE,,,,False,False
CHEMBL1713,CHLORPROMAZINE HYDROCHLORIDE,,,,False,False
CHEMBL1714,KETAMINE HYDROCHLORIDE,,,,False,False
CHEMBL1715,PIOGLITAZONE HYDROCHLORIDE,,,,False,False
CHEMBL1716,CYPROHEPTADINE HYDROCHLORIDE,,,,False,False
CHEMBL1717,TICLOPIDINE HYDROCHLORIDE,,,,False,False
CHEMBL1718,NALOXONE HYDROCHLORIDE,,,,False,False
CHEMBL539770,TERODILINE HYDROCHLORIDE,,,,False,False
CHEMBL1719,OLOPATADINE HYDROCHLORIDE,,,,False,False
CHEMBL1720,PALONOSETRON HYDROCHLORIDE,,,,False,False
CHEMBL1722,METHYLPHENIDATE HYDROCHLORIDE,,,,False,False
CHEMBL1723,ALFUZOSIN HYDROCHLORIDE,,,,False,False
CHEMBL1724,MEPENZOLATE BROMIDE,,,,False,False
CHEMBL1725,IOPROMIDE,V08AB05,contrast agent,radiopaque medium,False,False
CHEMBL1726,NISOLDIPINE,C08CA07,hypertension,calcium channel blocker,False,True
CHEMBL1727,CEPHALEXIN ANHYDROUS,,,,False,False
CHEMBL1728,LOMEFLOXACIN HYDROCHLORIDE,,,,False,False
CHEMBL1729,CISAPRIDE,A03FA02,,serotonin receptor agonist,False,True
CHEMBL561157,TREPROSTINIL SODIUM,,,,False,False
CHEMBL1730,CEFOTAXIME,J01DD01,respiratory tract infections|bone and joint infections|pelvic inflammatory disease|intra-abdominal infections|skin infections|meningitis|urinary tract infections|bacterial septicemia|gynecologic infections,bacterial cell wall synthesis inhibitor,False,False
CHEMBL1731,MEZLOCILLIN,J01CA10,gram-negative bacterial infections|gram-positive bacterial infections,bacterial cell wall synthesis inhibitor,False,False
CHEMBL1732,DIHYDROERGOTAMINE,N02CA01;N02CA51,migraine headache,serotonin receptor agonist,False,True
CHEMBL553025,VINORELBINE,L01CA04,non-small cell lung cancer (NSCLC),tubulin polymerization inhibitor,False,False
CHEMBL539697,DABIGATRAN ETEXILATE,B01AE07,,,False,False
CHEMBL1734,SOLIFENACIN,G04BD08,,,False,False
CHEMBL551466,ACLIDINIUM BROMIDE,R03BB05,,,False,False
CHEMBL1735,INDINAVIR SULFATE,,,,False,False
CHEMBL550495,METHYLENE BLUE,,,,False,False
CHEMBL1736,METRIZOIC ACID,V08AA02,,,False,False
CHEMBL557555,CIPROFIBRATE,C10AB08,hyperlipidemia,PPAR receptor agonist,False,False
CHEMBL538943,VINORELBINE TARTRATE,,,,False,False
CHEMBL1737,SILDENAFIL CITRATE,,,,False,False
CHEMBL550348,DEFERASIROX,V03AC03,transfusional hemosiderosis|thalassemia|iron overload,chelating agent,False,False
CHEMBL550755,FORODESINE HYDROCHLORIDE,,,,False,False
CHEMBL1738,DEXRAZOXANE,V03AF02,cardiomyopathy,chelating agent|topoisomerase inhibitor,False,False
CHEMBL1739,METOCURINE IODIDE,,,,False,False
CHEMBL1741,CLARITHROMYCIN,J01FA09,pharyngitis|tonsillitis|sinusitis|bronchitis|pneumonia|skin infections|otitis,bacterial 50S ribosomal subunit inhibitor,False,False
CHEMBL576982,QUIZARTINIB,L01EX11,,FLT3 inhibitor,False,False
CHEMBL566534,ARTEMETHER,P01BE02,malaria,antimalarial agent,False,False
CHEMBL566315,OBETICHOLIC ACID,A05AA04,,,False,False
CHEMBL566752,FLORBETABEN F18,V09AX06,,,False,False
CHEMBL578767,FLUMEXADOL,,,,False,False
CHEMBL1746,SODIUM PHENYLBUTYRATE,A16AX03,,,False,False
CHEMBL579205,FLUTEMETAMOL,,,,False,False
CHEMBL1747,TOBRAMYCIN,J01GB01;S01AA12,bacterial septicemia|respiratory tract infections|meningitis|skin infections|urinary tract infections,bacterial 30S ribosomal subunit inhibitor,False,False
CHEMBL569713,SCOPOLAMINE,S01FA02;A04AD01;A04AD51;N05CM05,motion sickness|vomiting|nausea,acetylcholine receptor antagonist,False,True
CHEMBL571546,TIRBANIBULIN,D06BX03,,,False,False
CHEMBL1749,EDETATE DISODIUM ANHYDROUS,,,,False,False
CHEMBL1750,CLOFARABINE,L01BB06,acute lymphoblastic leukemia (ALL),ribonucleotide reductase inhibitor,False,False
CHEMBL576127,FENSPIRIDE,R03DX03;R03BX01,asthma|otitis|sinusitis|rhinopharyngitis|laryngitis,bronchodilator,False,False
CHEMBL1751,DIGOXIN,C01AA05,congestive heart failure|atrial fibrillation (AF),ATPase inhibitor,False,False
CHEMBL1752,DYPHYLLINE,R03DA51;R03DA01,asthma|bronchitis|emphysema,adenosine receptor antagonist|phosphodiesterase inhibitor,False,True
CHEMBL1753,CLINDAMYCIN,G01AA10;D10AF01;J01FF01,respiratory tract infections|pneumonia|skin infections|gynecologic infections|intra-abdominal infections|bacterial septicemia|bone and joint infections,protein synthesis inhibitor,False,False
CHEMBL1754,DOXAPRAM,R07AB01,respiratory depression|central nervous system depression|acute hypercapnia (AHC),potassium channel blocker,False,True
CHEMBL1755,CONIVAPTAN,C03XA02,hyponatremia,vasopressin receptor antagonist,False,False
CHEMBL1756,ESTRAMUSTINE PHOSPHATE,,,,False,False
CHEMBL1757,FOSFOMYCIN,S02AA17;J01XX01,urinary tract infections,bacterial cell wall synthesis inhibitor,False,False
CHEMBL1760,TERBUTALINE,R03CC53;R03AC03;R03CC03,bronchospasm|bronchitis|emphysema,adrenergic receptor agonist,False,True
CHEMBL1761,PROCYCLIDINE HYDROCHLORIDE,,,,False,False
CHEMBL1762,TOCAINIDE,C01BB03,cardiac arrythmia,sodium channel blocker,False,True
CHEMBL1763,HYDROFLUMETHIAZIDE,C03AA02;C03AH02,edema|congestive heart failure|hepatic cirrhosis|nephrotic syndrome|chronic renal failure|acute glomerulonephritis (AGN)|hypertension,sodium/potassium/chloride transporter inhibitor,False,False
CHEMBL1764,LEVOMEPROMAZINE,N05AA02,psychosis|schizophrenia|bipolar disorder|nausea|insomnia,dopamine receptor antagonist,False,True
CHEMBL1766,DESOXIMETASONE,D07AC03;D07XC02,corticosteroid-responsive dermatoses,glucocorticoid receptor agonist,False,False
CHEMBL1768,BETHANECHOL CHLORIDE,,,,False,False
CHEMBL1769,PROPOXYCAINE HYDROCHLORIDE,,,,False,False
CHEMBL1770,LEVAMISOLE HYDROCHLORIDE,,,,False,False
CHEMBL591665,SODIUM ASCORBATE,,,,False,False
CHEMBL1771,CLOPIDOGREL,B01AC04,myocardial infarction|stroke|peripheral artery disease (PAD)|acute coronary syndrome (ACS),purinergic receptor antagonist,False,False
CHEMBL1773,CAPECITABINE,L01BC06,breast cancer|colorectal cancer,DNA synthesis inhibitor|thymidylate synthase inhibitor,False,False
CHEMBL589586,MONOMETHYL FUMARATE,,,,False,False
CHEMBL601719,CRIZOTINIB,L01ED01,non-small cell lung cancer (NSCLC),ALK tyrosine kinase receptor inhibitor,False,False
CHEMBL605846,OLODATEROL,R03AC19,,,False,False
CHEMBL607710,CHLORPHENESIN CARBAMATE,D01AE07,,,False,False
CHEMBL606260,CARBENICILLIN DISODIUM,,,,False,False
CHEMBL608533,MIDOSTAURIN,L01EX10,acute myeloid leukemia (AML),FLT3 inhibitor|KIT inhibitor|PKC inhibitor,False,False
CHEMBL607400,BRIVARACETAM,N03AX23,,,False,True
CHEMBL43708,IMIPENEM,,pneumonia|urinary tract infections|intra-abdominal infections|gynecologic infections|bacterial septicemia|bone and joint infections|skin infections|endocarditis,bacterial cell wall synthesis inhibitor,False,False
CHEMBL1079742,ERLOTINIB HYDROCHLORIDE,,,,False,False
CHEMBL1079604,METAXALONE,,muscle pain,muscle relaxant,False,True
CHEMBL1076903,VARENICLINE,N07BA03;S01XA28,smoking cessation,acetylcholine receptor agonist,False,True
CHEMBL1078178,MOMELOTINIB,L01EJ04,,,False,False
CHEMBL1078261,PROPIVERINE,G04BD06,urinary incontinence,acetylcholine receptor antagonist,False,True
CHEMBL1077896,ROPIVACAINE,N01BB09,anesthetic,sodium channel blocker,False,True
CHEMBL1089221,BENDAZAC,M02AA11;S01BC07,muscle pain|joint pain,cyclooxygenase inhibitor,False,True
CHEMBL1089318,OPICAPONE,N04BX04,,catechol O methyltransferase inhibitor,False,False
CHEMBL1091250,INDIGOTINDISULFONATE,,,,False,False
CHEMBL1096562,METHYL AMINOLEVULINATE,L01XD03,,,False,False
CHEMBL1096882,FLUDARABINE PHOSPHATE,L01BB05,,,False,False
CHEMBL1097620,IOTHALAMATE SODIUM,,,,False,False
CHEMBL1094966,PIRBUTEROL,R03CC07;R03AC08,,,False,False
CHEMBL1096885,VALRUBICIN,L01DB09,bladder cancer,DNA inhibitor|topoisomerase inhibitor,False,False
CHEMBL1094636,NIRAPARIB,L01XK02,primary peritoneal cancer (PPC),PARP inhibitor,False,False
CHEMBL1095292,BRETYLIUM TOSYLATE,C01BD02,,,False,False
CHEMBL1095930,CEFUROXIME AXETIL,,,,False,False
CHEMBL1098319,2-MERCAPTOETHANESULFONIC ACID,,,,False,False
CHEMBL1098285,DISTIGMINE BROMIDE,,,,False,False
CHEMBL1095777,INDACATEROL,R03AC18,chronic obstructive pulmonary disease (COPD),adrenergic receptor agonist,False,True
CHEMBL1095097,EPLERENONE,C03DA04,congestive heart failure|hypertension,cytochrome P450 inhibitor,False,False
CHEMBL1096146,PONESIMOD,L04AE04,,sphingosine 1-phosphate receptor agonist,False,False
CHEMBL1083659,SUVOREXANT,N05CJ01,,,False,True
CHEMBL1083385,CLOPIDOGREL BISULFATE,,,,False,False
CHEMBL1083993,AMIODARONE HYDROCHLORIDE,,,,False,False
CHEMBL1086440,TRICLABENDAZOLE,P02BX04,tapeworm,microtubule inhibitor,False,False
CHEMBL1082407,ENZALUTAMIDE,L02BB04,prostate cancer,androgen receptor antagonist,False,False
CHEMBL1082607,SALMETEROL XINAFOATE,,,,False,False
CHEMBL1084172,VILANTEROL TRIFENATATE,,,,False,False
CHEMBL1159650,CLOBETASOL PROPIONATE,D07AD01,,,False,False
CHEMBL1165342,VINCAMINE,C04AX07,,adrenergic receptor antagonist,False,True
CHEMBL1164729,FEBUXOSTAT,M04AA03,hyperuricemia,xanthine oxidase inhibitor,False,False
CHEMBL1171837,PONATINIB,L01EA05,chronic myeloid leukemia (CML)|acute lymphoblastic leukemia (ALL),Bcr-Abl kinase inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor,False,False
CHEMBL1173655,AFATINIB,L01EB03,non-small cell lung cancer (NSCLC),EGFR inhibitor,False,False
CHEMBL1173055,RUCAPARIB,L01XK03,,PARP inhibitor,False,False
CHEMBL1179047,CHLOROPROCAINE,S01HA08;N01BA04,local anesthetic,sodium channel blocker,False,True
CHEMBL1180725,PROPANTHELINE,A03AB05,peptic ulcer disease (PUD),acetylcholine receptor antagonist,False,True
CHEMBL1183349,ISAVUCONAZONIUM,,,,False,False
CHEMBL1183717,ALMITRINE,R07AB07,chronic obstructive pulmonary disease (COPD),neurotransmitter agonist,False,False
CHEMBL1184360,DIAMTHAZOLE,D01AE17,,,False,False
CHEMBL1185568,DITHIAZANINE,,,,False,False
CHEMBL1186579,METHYLNALTREXONE,,constipation,opioid receptor antagonist,False,True
CHEMBL1186610,ANISOTROPINE,,peptic ulcer disease (PUD),acetylcholine receptor antagonist,False,True
CHEMBL1187833,UMECLIDINIUM,,chronic obstructive pulmonary disease (COPD)|bronchitis|emphysema,acetylcholine receptor antagonist,False,True
CHEMBL1189432,OLOPATADINE,R01AC08;S01GX09,conjunctivitis,histamine receptor antagonist,False,True
CHEMBL1189679,PALONOSETRON,A04AA55;A04AA05,nausea|vomiting,serotonin receptor antagonist,False,True
CHEMBL1194325,ACLIDINIUM,,bronchitis|emphysema|chronic obstructive pulmonary disease (COPD),acetylcholine receptor antagonist,False,True
CHEMBL1194666,DIETHYLPROPION,A08AA03,,,False,False
CHEMBL1198857,VILANTEROL,,chronic obstructive pulmonary disease (COPD),adrenergic receptor agonist,False,True
CHEMBL1199080,BRETYLIUM,,ventricular arrhythmias|ventricular fibrillation (VF)|ventricular tachycardia (VT),norepinephrine inhibitor,False,True
CHEMBL1199307,DISTIGMINE,N07AA03,,,False,True
CHEMBL1199324,FOSAPREPITANT,,,,False,False
CHEMBL1200321,SULFISOXAZOLE DIOLAMINE,,,,False,False
CHEMBL1200322,ESCITALOPRAM OXALATE,,,,False,False
CHEMBL1200323,LABETALOL HYDROCHLORIDE,,,,False,False
CHEMBL1200326,NICARDIPINE HYDROCHLORIDE,,,,False,False
CHEMBL1200328,DULOXETINE HYDROCHLORIDE,,,,False,False
CHEMBL1200329,TIZANIDINE HYDROCHLORIDE,,,,False,False
CHEMBL1200330,PILOCARPINE HYDROCHLORIDE,,,,False,False
CHEMBL1200331,FOSFOMYCIN TROMETHAMINE,,,,False,False
CHEMBL1200332,PROTRIPTYLINE HYDROCHLORIDE,,,,False,False
CHEMBL1200334,MORICIZINE HYDROCHLORIDE,,,,False,False
CHEMBL1200335,TESTOSTERONE ENANTHATE,,,,False,False
CHEMBL1200338,PINACIDIL,C02DG01,hypertension,ATP channel activator|potassium channel activator,False,True
CHEMBL1200339,PHENYLEPHRINE HYDROCHLORIDE,,,,False,False
CHEMBL1200340,OSELTAMIVIR PHOSPHATE,,,,False,False
CHEMBL1200341,INDECAINIDE HYDROCHLORIDE,,,,False,False
CHEMBL1200342,PARAMETHASONE ACETATE,H02AB05,,,False,False
CHEMBL1200343,PERINDOPRIL ERBUMINE,,,,False,False
CHEMBL1200345,SODIUM SUCCINATE,,,,False,False
CHEMBL1200347,ISOPROPAMIDE IODIDE,,,,False,False
CHEMBL1200348,SULCONAZOLE NITRATE,,,,False,False
CHEMBL1200351,SULFADIAZINE SODIUM,,,,False,False
CHEMBL1200353,MEGLUMINE METRIZOATE,,,,False,False
CHEMBL1200354,SODIUM TETRADECYL SULFATE,C05BB04,,,False,False
CHEMBL1200356,CYCLACILLIN,,,,False,False
CHEMBL1200357,MOXALACTAM DISODIUM,,,,False,False
CHEMBL1200358,SODIUM PHENYLACETATE,,,,False,False
CHEMBL1200359,SULFAMETER,J01ED04,urinary tract infections,dihydrofolate reductase inhibitor,False,False
CHEMBL1200360,IOFETAMINE HYDROCHLORIDE I 123,V09AB01,,,False,False
CHEMBL1200365,AMINOHIPPURATE SODIUM,,,,False,False
CHEMBL1200366,CEPHALEXIN HYDROCHLORIDE,,,,False,False
CHEMBL1200367,ECHOTHIOPHATE IODIDE,,,,False,False
CHEMBL1200368,BENTIROMIDE,V04CK03,pancreas diagnostic agent,,False,False
CHEMBL1200370,BENZOYL PEROXIDE,D10AE01;D10AE51,,,False,False
CHEMBL1200374,EXEMESTANE,L02BG06,breast cancer,aromatase inhibitor,False,False
CHEMBL1200376,BETAMETHASONE BENZOATE,,,,False,False
CHEMBL1200377,AMPHETAMINE ASPARTATE,,,,False,False
CHEMBL1200379,APRACLONIDINE HYDROCHLORIDE,,,,False,False
CHEMBL1200380,ACYCLOVIR SODIUM,,,,False,False
CHEMBL1200381,ARGININE HYDROCHLORIDE,B05XB01,,,False,False
CHEMBL1200382,BEPRIDIL HYDROCHLORIDE,,,,False,False
CHEMBL1200383,BENZTROPINE MESYLATE,,,,False,False
CHEMBL1200384,BETAMETHASONE DIPROPIONATE,,,,False,False
CHEMBL1200385,ARBUTAMINE HYDROCHLORIDE,,,,False,False
CHEMBL1200386,PREDNICARBATE,D07AC18,eczema|contact dermatitis|itching,phospholipase activator,False,False
CHEMBL1200387,AMPHETAMINE ADIPATE,,,,False,False
CHEMBL1200388,CLOXACILLIN SODIUM,,,,False,False
CHEMBL1200389,BRIMONIDINE TARTRATE,,,,False,False
CHEMBL1200391,TROMETHAMINE,B05BB03;B05XX02,,,False,False
CHEMBL1200392,DOXYLAMINE SUCCINATE,,,,False,False
CHEMBL1200393,GREPAFLOXACIN HYDROCHLORIDE,,,,False,False
CHEMBL1200395,ORPHENADRINE CITRATE,M03BC01,,,False,False
CHEMBL1200396,BUPIVACAINE HYDROCHLORIDE,,,,False,False
CHEMBL1200397,BUTENAFINE HYDROCHLORIDE,,,,False,False
CHEMBL1200398,BUTOCONAZOLE NITRATE,,,,False,False
CHEMBL1200399,BUSPIRONE HYDROCHLORIDE,,,,False,False
CHEMBL1200400,AZATHIOPRINE SODIUM,,,,False,False
CHEMBL1200402,AMLODIPINE BESYLATE,,,,False,False
CHEMBL1200405,BITOLTEROL MESYLATE,,,,False,False
CHEMBL1200406,DIMENHYDRINATE,R06AA11,motion sickness|nausea|vomiting,histamine receptor antagonist,False,True
CHEMBL1200409,LIDOCAINE HYDROCHLORIDE,,,,False,False
CHEMBL1200410,PROCARBAZINE HYDROCHLORIDE,,,,False,False
CHEMBL1200411,ROPINIROLE HYDROCHLORIDE,,,,False,False
CHEMBL1200412,NANDROLONE PHENPROPIONATE,,,,False,False
CHEMBL1200413,TETRAHYDROZOLINE HYDROCHLORIDE,,,,False,False
CHEMBL1200418,DOBUTAMINE HYDROCHLORIDE,,,,False,False
CHEMBL1200419,MOLINDONE HYDROCHLORIDE,,,,False,False
CHEMBL1200420,MIDAZOLAM HYDROCHLORIDE,,,,False,False
CHEMBL1200423,METRIZOATE SODIUM,,,,False,False
CHEMBL1200425,PARGYLINE HYDROCHLORIDE,,,,False,False
CHEMBL1200426,METHIXENE HYDROCHLORIDE,,,,False,False
CHEMBL1200430,ESTRADIOL ACETATE,,,,False,False
CHEMBL1200432,METHYLDOPATE HYDROCHLORIDE,,,,False,False
CHEMBL1200434,OXTRIPHYLLINE,R03DA02,,,False,False
CHEMBL1200436,OXANDROLONE,A14AA08,,,False,False
CHEMBL1200437,QUINIDINE GLUCONATE,,,,False,False
CHEMBL1200438,TIOCONAZOLE,G01AF08;D01AC07,yeast infection,sterol demethylase inhibitor,False,False
CHEMBL1200439,IODOHIPPURATE SODIUM I 123,V09CX01,,,False,False
CHEMBL1200440,MEPIVACAINE HYDROCHLORIDE,,,,False,False
CHEMBL1200444,PIRBUTEROL ACETATE,,,,False,False
CHEMBL1200446,TRIPELENNAMINE HYDROCHLORIDE,,,,False,False
CHEMBL1200448,TILUDRONATE DISODIUM,,,,False,False
CHEMBL1200449,TRIAMCINOLONE DIACETATE,,,,False,False
CHEMBL1200453,DOCOSANOL,D06BB11,cold sore,lipase clearing factor inhibitor,False,False
CHEMBL1200454,VALGANCICLOVIR HYDROCHLORIDE,,,,False,False
CHEMBL1200455,IOHEXOL,V08AB02,contrast agent,radiopaque medium,False,False
CHEMBL1200461,MIDODRINE HYDROCHLORIDE,,,,False,False
CHEMBL1200463,OXAPROZIN POTASSIUM,,,,False,False
CHEMBL1200464,PROPARACAINE HYDROCHLORIDE,,,,False,False
CHEMBL1200467,HYDROXYZINE PAMOATE,,,,False,False
CHEMBL1200468,MALATHION,P03AX03,lice,cholinesterase inhibitor,False,False
CHEMBL1200469,PROMAZINE HYDROCHLORIDE,,,,False,False
CHEMBL1200470,ESOMEPRAZOLE SODIUM,,,,False,False
CHEMBL1200471,PYRITHIONE ZINC,D11AX12,,,False,False
CHEMBL1200472,QUAZEPAM,N05CD10,,,False,True
CHEMBL1200473,CYCLOPENTOLATE HYDROCHLORIDE,,,,False,False
CHEMBL1200474,DEMECLOCYCLINE HYDROCHLORIDE,,,,False,False
CHEMBL1200475,DAUNORUBICIN CITRATE,,,,False,False
CHEMBL1200477,ALLOPURINOL SODIUM,,,,False,False
CHEMBL1200478,DYCLONINE HYDROCHLORIDE,,,,False,False
CHEMBL1200479,DICYCLOMINE HYDROCHLORIDE,,,,False,False
CHEMBL1200482,CEFOPERAZONE SODIUM,,,,False,False
CHEMBL1200483,PHENMETRAZINE HYDROCHLORIDE,,,,False,False
CHEMBL1200485,SORAFENIB TOSYLATE,,,,False,False
CHEMBL1200487,ETHACRYNATE SODIUM,,,,False,False
CHEMBL1200491,EPINASTINE HYDROCHLORIDE,,,,False,False
